generation,getdata,getdataq,computation
9.665082826279104,1.6602617781609297,1.6565959677100182,8.004815800115466
3.2160741230472922,0.01042314525693655,0.007045179605484009,3.2056454494595528
3.371099943295121,0.010235982947051525,0.007207565009593964,3.3608584413304925
3.536827995441854,0.010436156764626503,0.007437325082719326,3.5263871625065804
3.7515818746760488,0.010100286453962326,0.00697454996407032,3.7414770061150193
3.5818411987274885,0.010605190880596638,0.007672233507037163,3.5712307384237647
3.729328626766801,0.010957649908959866,0.007759314030408859,3.7183656757697463
3.600026151165366,0.010535814799368382,0.007420475594699383,3.5894846692681313
3.6235189102590084,0.010199685581028461,0.007226364687085152,3.61331373360008
3.51981617603451,0.010370810516178608,0.007203253917396069,3.5094399116933346
