generation,getdata,getdataq,computation
8.445163616910577,1.673209541477263,1.6691581839695573,6.771947072818875
3.480357420630753,0.010061020962893963,0.006797191686928272,3.47029063757509
3.3500821739435196,0.0111470902338624,0.007828320376574993,3.338929290883243
3.5616974579170346,0.01076433528214693,0.007579590193927288,3.550927343778312
3.5644692750647664,0.011672929860651493,0.008493268862366676,3.5527906212955713
3.5402095252647996,0.0110819386318326,0.007924840785562992,3.529122150503099
3.3479989310726523,0.010594177059829235,0.007445771247148514,3.337398974224925
3.632888166233897,0.011329074390232563,0.008046578615903854,3.6215531984344125
3.4835981437936425,0.010403879918158054,0.007268448360264301,3.4731885343790054
3.494007467292249,0.010732867754995823,0.007666562683880329,3.483268373645842
