generation,getdata,getdataq,computation
112.0900754276663,22.7067498434335,22.68533139396459,89.38331880606711
82.37614299729466,0.059656823985278606,0.03814078774303198,82.31647839024663
80.42639123648405,0.058307929895818233,0.03821584675461054,80.36807527951896
86.16019318252802,0.11416690424084663,0.09458728414028883,86.04601983726025
79.61349111702293,0.056992645375430584,0.03591920714825392,79.55649135261774
79.70733313355595,0.05669604241847992,0.03655035048723221,79.65062949806452
77.47831511497498,0.06028868816792965,0.03847360052168369,77.41801765281707
76.5992341870442,0.05601214524358511,0.03624489717185497,76.54321302380413
73.86226183455437,0.0566362664103508,0.0367329241707921,73.8056168127805
84.88657405227423,0.060529788956046104,0.039858123287558556,84.8260361906141
