generation,getdata,getdataq,computation
69.91311953682452,12.382539014331996,12.34512132499367,57.530572390183806
55.76207508612424,0.10694549512118101,0.07077176682651043,55.655120100826025
62.240651794709265,0.10631285700947046,0.07028702739626169,62.13433095626533
57.45483091380447,0.10564701166003942,0.06994453072547913,57.34917073417455
60.23177123628557,0.10998167376965284,0.07392312120646238,60.121781850233674
57.54325005132705,0.11155680380761623,0.07583887781947851,57.43168506026268
58.68111571762711,0.10712542664259672,0.07130938488990068,58.573980768211186
55.451302285306156,0.11266440525650978,0.07787046488374472,55.33862910605967
56.382117371074855,0.1068468363955617,0.07234672456979752,56.27526240982115
52.56175378803164,0.10872012190520763,0.07168668229132891,52.45302566420287
