generation,rank,Scatter,Publish,Queues
0,34,0.9527285443618894,1.0571980830281973,0.1042238119989633
1,34,1.0622428813949227,1.1659644525498152,0.1035602670162916
2,34,0.9146322747692466,1.0247374987229705,0.1099647935479879
3,34,0.7577278949320316,18.71228651702404,17.954462084919214
4,34,1.726743965409696,25.309013941325247,23.582133802585304
5,34,1.911797068081796,25.01932987384498,23.10744698345661
6,34,0.9247505618259312,27.149537849240005,26.22472692001611
7,34,0.7003703499212861,27.023151515983045,26.32264367956668
8,34,0.7392843933776021,26.509951756335795,25.770577910356224
9,34,0.9872552938759328,27.17252994235605,26.185214976780117
0,84,0.8459404059685767,0.954515830031596,0.1083056300412863
1,84,0.6984049140010029,0.7817295249551535,0.0832388820126652
2,84,0.920702722040005,1.036646266002208,0.1157753859879449
3,84,0.8819618240231648,18.71585277596023,17.833727931953035
4,84,0.9853795450180768,25.324622988002375,24.339107726933435
5,84,0.9887952139833942,25.02385957492515,24.034974829060957
6,84,0.9452425679191948,27.148439356009476,26.203059177147225
7,84,1.4360034560086206,27.02753266098443,25.5914426271338
8,84,0.8072805600240827,26.516215932089835,25.70887471095193
9,84,0.9486841460457072,27.176913314964622,26.2280941628851
0,79,0.8621665723621845,0.9708111071959138,0.108383554033935
1,79,0.7447252348065376,0.8308455375954509,0.0859503801912069
2,79,1.8794187447056176,1.9849046021699903,0.1053269477561116
3,79,0.6833557728677988,18.720043070614334,18.036621897481385
4,79,0.854716595262289,25.316450329497457,24.46158769633621
5,79,1.1378695154562593,25.028560332022607,23.89059834368527
6,79,0.6024880046024919,27.145429532043636,26.54279500991106
7,79,0.7607713202014565,27.033834361471236,26.272970873862505
8,79,0.8356583015993237,26.52259158808738,25.68686356022954
9,79,0.7909037787467241,27.18316003028303,26.39210922922939
0,50,0.8093148451298475,0.912264205981046,0.1026662271469831
1,50,1.043469191994518,1.1403200142085552,0.0966727500781416
2,50,0.8326631207019091,0.9053105651400984,0.0724884713999927
3,50,0.8529059109278023,18.712923572864383,17.859958005603403
4,50,0.8538316390477121,25.31006537983194,24.456097442191098
5,50,0.8850794089958072,25.0197913502343,24.134626518469304
6,50,0.776931376196444,27.14910532720387,26.37202787725255
