generation,rank,simulation,PDI,bar
0,2,1.211304524,5.831384620000001,0.0002544959999992
1,2,1.2236812859999997,5.604845253000001,1.4574999999794612e-05
2,2,1.1745129609999996,5.266872609,0.00010258
3,2,1.194680623,5.1876193499999985,8.071399999920459e-05
4,2,1.129312721999998,5.299582241000003,0.0002571790000018
5,2,1.1474163639999944,5.197930178,2.5078999996708266e-05
6,2,1.1772075780000009,5.2162239580000005,6.81280000023321e-05
7,2,1.2281217980000037,5.134934522999998,3.680100000025277e-05
8,2,1.203882502000006,5.153674795000001,2.2194000003139536e-05
9,2,1.210206355000004,5.255096208999994,0.0001640329999901
0,6,1.2145022870000002,5.83138662,0.0001927400000001
1,6,1.2239887309999995,5.604348474,0.0002062600000005
2,6,1.1746379790000017,5.266760765000001,0.0001026699999968
3,6,1.187152674,5.195198245,2.8864000000794476e-05
4,6,1.129444616000001,5.299701675999998,9.013000003221803e-06
5,6,1.1475504970000046,5.1977608429999975,6.375699999949802e-05
6,6,1.1773877990000017,5.216049171000002,6.531500000050983e-05
7,6,1.2379054069999995,5.125129907999998,5.787199999929271e-05
8,6,1.2038905650000018,5.153678754000005,1.1409999999045796e-05
9,6,1.2102616159999968,5.255136818000004,7.030600001201037e-05
0,3,1.218018358,5.831075899,0.000583186
1,3,1.2236632740000006,4.116204261,1.4886740829999994
2,3,1.1707760319999991,5.270327992999999,0.0003844089999986
3,3,1.1946588029999994,5.187194291000001,0.0005285229999998
4,3,1.1288068660000017,5.299832771000002,0.0005125690000014
5,3,1.1467663760000022,5.198545074999998,5.786599999879627e-05
6,3,1.176487657000003,5.216661247000005,0.0003504710000044
7,3,1.228104909999999,5.134644831999999,0.0003432609999975
8,3,1.2031175389999973,5.154158291999998,0.0003032390000043
9,3,1.2092090519999985,5.256242706999991,1.521699999784687e-05
0,7,1.217068535,5.831039561000001,0.0005681490000002
1,7,1.223956675000001,4.115883470999998,1.4887055480000004
2,7,1.170884718,5.270215575999998,0.0004033620000001
3,7,1.1871298439999975,5.194739167999998,0.000509215000001
4,7,1.1288449380000003,5.299795243000002,0.0005149069999959
5,7,1.146808440000001,5.198168369999998,0.0003964580000044
6,7,1.1765479999999968,5.216606444,0.0003479229999996
7,7,1.2378675249999986,5.124876409000002,0.0003515260000028
8,7,1.2031789620000026,5.154031224999997,0.000369305999996
9,7,1.2092563669999947,5.255624271000002,0.0005881190000138
0,0,1.218942616,5.8315952829999995,0.0001789289999996
