generation,getdata,getdataq,computation
25.995594021864235,6.513088785111904,6.509174765087664,19.482499443925917
12.351891249418259,0.010297846049070358,0.007029603235423565,12.341587375849485
12.936238925904036,0.010752987116575241,0.007555047981441021,12.925480971112847
13.866335503757,0.010503222234547138,0.0074221426621079445,13.855826806277037
12.92841149494052,0.010674146004021168,0.007580012083053589,12.917732164263725
13.706554272212088,0.010388670489192009,0.007305680774152279,13.696159937418997
14.480036300607026,0.010733733884990215,0.007612124085426331,14.469294967129827
12.862505036406219,0.01142178475856781,0.008004508912563324,12.85107639245689
13.740351487882435,0.010627523995935917,0.007510355673730373,13.729717905633152
13.409597784280777,0.01171360444277525,0.008613753132522106,13.397878504358232
