generation,rank,simulation,PDI,bar
0,49,0.6086623529999999,10.589194126,0.0009185049999995
1,49,0.5566914030000003,8.36234209,0.0329910320000017
2,49,0.5599621279999987,10.387475378,0.0009543819999997
3,49,0.5686808470000031,10.440924274,0.0008267970000019
4,49,0.5775956250000007,10.491753080000002,0.0007947729999955
5,49,0.5902748710000054,10.335623605000002,0.0007400149999909
6,49,0.6072905150000025,10.623605938000011,0.0007498040000086
7,49,0.5939155569999883,10.367871086999996,0.0008750840000004
8,49,0.5944613419999882,10.456990243000009,0.0007758859999995
9,49,0.5981028809999884,10.411490418999987,0.0006177919999998
0,16,0.606979904,10.589538674,0.0008283070000008
1,16,0.5578806509999996,8.393781423,0.0003534459999983
2,16,0.5605956250000013,10.387740742999998,3.7416999997930134e-05
3,16,0.5714579010000023,10.438898775000002,5.5824999996900715e-05
4,16,0.5789017820000026,10.491005758999997,0.0002181750000005
5,16,0.591306638000006,10.334952280999993,0.0003611819999917
6,16,0.6099701339999939,10.621460084999995,0.0002017879999982
7,16,0.5949808030000128,10.367450260999988,0.0002085760000056
8,16,0.5955752130000036,10.45650326900001,0.0001295959999936
9,16,0.5995350820000027,10.410538853999997,0.0001187830000048
0,44,0.612891879,10.589067125,0.0006990910000013
1,44,0.5569356859999992,8.383155726,0.0119259790000008
2,44,0.5599830269999977,10.388173842999995,0.0002155009999995
3,44,0.5688256109999976,10.441478093,0.0001072899999954
4,44,0.5771672580000029,10.492865713,9.154100000330344e-05
5,44,0.5894938100000005,10.337050745,7.358499999554624e-05
6,44,0.6078611679999995,10.623589500000008,0.0001748600000013
7,44,0.5930195910000009,10.369539063000005,8.30980000046111e-05
8,44,0.5934707099999912,10.458630299999996,0.0001050230000032
9,44,0.5971926029999963,10.412789493999997,0.0002088179999901
0,27,0.610331769,10.588180137,0.0013748630000005
1,27,0.5577729999999992,8.361861148,0.0323935180000027
2,27,0.5603796070000016,10.387067823000002,0.0009395499999982
3,27,0.5708240370000013,10.43877034,0.0008322460000016
4,27,0.5779642460000005,10.491380311,0.0007947279999953
5,27,0.590273149000005,10.335619597000004,0.0007408860000026
6,27,0.6079025079999951,10.623019067,0.0007195660000007
7,27,0.5939064439999981,10.367874040000004,0.0008766250000036
8,27,0.5943068589999996,10.457135963,0.0007778680000001
9,27,0.5983785800000021,10.411616076,0.0002110140000013
0,60,0.609168908,10.589233071,0.0007529149999996
1,60,0.5565254510000006,8.384675239,0.0108218730000011
2,60,0.5597420369999995,10.388344057999998,0.000293268
3,60,0.5677803319999981,10.442255025,0.0003823130000029
4,60,0.5765466509999939,10.493504138999995,8.074599999474685e-05
5,60,0.5891395619999997,10.337343141000003,0.0001431449999955
6,60,0.6058852540000004,10.625574453,0.0001732249999975
7,60,0.5924105480000037,10.370221145000002,1.673900000298545e-05
8,60,0.5928051009999962,10.459233310000002,0.0001759510000027
9,60,0.5968324290000027,10.41321361,0.0001524710000069
0,52,0.611420762,10.589107308,0.0006886430000001
1,52,0.5569125689999996,8.383223616000002,0.0119102019999992
2,52,0.5597689609999996,10.388418090999998,0.0002212549999995
3,52,0.5688902260000006,10.441333263999995,0.0002239669999966
4,52,0.5769236149999983,10.493132400999995,0.0001049059999971
5,52,0.5893401300000036,10.337164370000004,0.0001500970000023
6,52,0.6062063239999986,10.625300888999988,0.0001608630000049
7,52,0.5926747830000068,10.369521585,0.0004777890000013
8,52,0.5934621150000083,10.458675095999991,0.0001055080000043
9,52,0.596880107000004,10.413202365000004,0.0001444600000013
0,48,0.6104682779999999,10.590044733,0.0006942150000011
1,48,0.5566782220000004,8.383418931,0.0119271380000007
2,48,0.5599486050000024,10.388248388999996,0.0001941250000001
3,48,0.5687071109999984,10.441476297,0.0002476039999947
4,48,0.5776213139999982,10.492334516999996,0.0001885540000046
5,48,0.5903062699999992,10.336262710999996,6.947900000398022e-05
6,48,0.6073108269999921,10.624182098999997,0.0001531209999967
7,48,0.5939408280000009,10.368636289999998,8.456800000544717e-05
8,48,0.594488161000001,10.45763516800001,0.000103566000007
9,48,0.5981254809999967,10.411949895999996,0.0001357149999989
0,55,0.610643358,10.588563817,0.0013978090000001
1,55,0.5567410600000002,8.362936406999998,0.0323633289999989
2,55,0.5599311500000006,10.388228087000002,0.0002062649999992
3,55,0.5672355280000012,10.442381058,0.0008044759999989
4,55,0.5760979850000041,10.493232166,0.0008040330000014
5,55,0.5886242149999958,10.337266050000004,0.000738456999997
6,55,0.60575818800001,10.62514547100001,0.0007329839999954
7,55,0.5912607519999966,10.370497561999995,0.0008938200000017
8,55,0.5917168439999898,10.459724037,0.0007771690000026
9,55,0.5958419930000076,10.413665698999992,0.0006945199999961
0,36,0.612511414,10.588860817,0.0006603630000014
1,36,0.5572108140000012,8.386924340999999,0.0078842789999988
2,36,0.560195874999998,10.388135460999996,4.51930000018308e-05
3,36,0.5688308030000009,10.441473713999995,0.0001126089999985
4,36,0.5776465009999967,10.492351857000005,0.0001333769999973
5,36,0.589763418000004,10.336647204999998,0.000216598999998
6,36,0.6078667640000077,10.623585401,0.000183468000003
7,36,0.5932460230000061,10.36921353999999,0.0001909740000058
8,36,0.5936939219999999,10.458490103000004,3.386999999577256e-05
9,36,0.5973600460000057,10.412629162999991,0.0002094550000037
0,17,0.6085704729999999,10.589135247,0.0010944059999999
1,17,0.5578973430000005,8.361138743000001,0.0329795120000007
2,17,0.5605701619999977,10.386851859,0.0009502549999993
3,17,0.5714338870000013,10.438165809999996,0.0008126000000032
4,17,0.5788795050000033,10.490441613000002,0.0008038900000002
5,17,0.591274545999994,10.334972226000003,0.0003736139999972
6,17,0.6099370740000012,10.62093772,0.0007560709999978
7,17,0.5985033660000028,10.363252034,0.0008840539999965
8,17,0.5955498900000009,10.455875518,0.000782676
9,17,0.5995102250000031,10.410055047,0.0006274789999878
0,43,0.610335081,10.588406547,0.001405429
1,43,0.5577270359999993,8.361315355,0.0329668659999988
2,43,0.5600161710000009,10.388224239,0.0001326470000009
3,43,0.5688164709999981,10.440777146,0.0008203630000025
4,43,0.5773909219999993,10.492621900000003,0.0001122510000044
5,43,0.5898250169999955,10.336052848000008,0.0007433200000122
6,43,0.6078886000000097,10.622993279000012,0.0007450640000001
7,43,0.5932170140000039,10.368530725999989,0.000896738999998
8,43,0.5936414890000066,10.458187616999991,0.0003808669999898
9,43,0.5974908700000015,10.412065615999992,0.0006375789999992
0,2,0.611212851,10.58911799,0.0009439869999994
1,2,0.5578107759999984,8.387483916999999,0.0067444059999992
2,2,0.5604562530000017,10.387624609000005,0.0003244349999995
3,2,0.5711105260000018,10.439194499,0.0001352780000019
4,2,0.5783722640000022,10.491778811000003,5.608000002155222e-06
5,2,0.590794552999995,10.335706935999994,0.0001482229999965
6,2,0.6093754689999997,10.622004335,0.0002802760000122
7,2,0.6022569259999955,10.359975188999996,0.0004418129999947
8,2,0.5950149119999963,10.457052735999994,0.0001709870000041
9,2,0.5988538050000045,10.411285535000005,8.342099999936181e-05
0,54,0.611007015,10.588941925,0.0010087070000004
1,54,0.5567532170000007,8.388362859999999,0.006924725000001
2,54,0.5599446750000006,10.38828375,0.0001372149999987
3,54,0.5683924820000001,10.441807624,0.0002209559999997
4,54,0.5766342900000012,10.493456928,4.334100000136232e-05
5,54,0.5886774129999992,10.337944074999996,7.250999999541818e-06
6,54,0.6057833209999899,10.625694275,0.0001584710000059
7,54,0.5918965810000003,10.370234802,0.0005209509999986
8,54,0.5923042660000135,10.459686023000003,0.0002275330000003
9,54,0.5963933190000006,10.413676689,0.0001316989999935
0,53,0.607019226,10.588393341,0.0014108979999996
1,53,0.5568038150000003,8.362250211000001,0.032992557
2,53,0.5598316760000017,10.387626418,0.000950613999997
3,53,0.5687576420000013,10.440863512,0.0008262590000001
4,53,0.5769118790000007,10.492846647,0.0004021270000009
5,53,0.5889528619999993,10.336963583,0.0007381739999914
6,53,0.6058900000000023,10.625023869000003,0.0007523769999977
7,53,0.5926124190000053,10.369163631000006,0.0008982890000055
8,53,0.5926475190000104,10.458815037000008,0.0007800259999868
9,53,0.5967187960000047,10.412874864000004,0.000633436000001
0,24,0.608584513,10.589691877,0.0006474220000001
1,24,0.5579470860000004,8.393450421,0.0006197770000007
2,24,0.5604434719999993,10.38783973,9.082000000049106e-05
3,24,0.5711214789999985,10.438990437,0.0003011519999986
4,24,0.5785185670000033,10.491393134999996,0.0002151979999993
5,24,0.5911427800000055,10.335263890999997,0.0002184549999952
6,24,0.6081856890000097,10.623282435000007,0.0001578939999973
7,24,0.5946908839999878,10.367678698999995,0.0002746640000026
8,24,0.5951673910000039,10.456814933000004,0.0002261930000031
9,24,0.5991176259999946,10.410961009000005,0.0001145819999948
0,22,0.610287275,10.588321398,0.000713193000001
1,22,0.5574970459999999,8.387687618,0.006840425
2,22,0.5599588610000019,10.388390643999998,4.511000000206877e-05
3,22,0.5683637489999995,10.442064301000002,6.429000002583507e-06
4,22,0.5766094909999993,10.493345545000004,0.0001917800000015
5,22,0.5891020359999999,10.337264250000004,0.0002756399999981
6,22,0.6062487709999971,10.625250160999997,0.0001491419999979
7,22,0.592027188000003,10.37034960599999,0.0002885840000033
8,22,0.5925487200000106,10.459382583999997,0.0002981079999955
9,22,0.5963504759999978,10.413855017000005,7.967000001940505e-06
0,6,0.61094756,10.588459467,0.000689436
1,6,0.5574225839999993,8.39459967,1.5380999997205436e-05
2,6,0.5598769410000024,10.388480726,4.128499999822566e-05
3,6,0.5678569979999999,10.442501367000002,8.011599999946384e-05
4,6,0.5765943430000036,10.493503880999995,5.3921999999317904e-05
5,6,0.5891166810000001,10.337275503999996,0.0002538180000044
6,6,0.606253867999996,10.625229157000009,0.0001711820000025
7,6,0.5921191040000053,10.370087572000005,0.0004630119999973
8,6,0.5925409099999968,10.459687876999991,9.439999999472091e-06
9,6,0.5963600230000026,10.413791044999996,6.396300000233168e-05
0,57,0.611822691,10.588721026,0.0013867209999993
1,57,0.5565672680000002,8.362488237,0.0330040059999987
2,57,0.5597263239999997,10.38832295,0.0003386610000006
3,57,0.5683488210000007,10.441943013,0.0001514699999987
4,57,0.5775903870000008,10.491759361,0.0008070760000009
5,57,0.5900942549999968,10.335814503999998,0.0007420109999998
6,57,0.6070428609999965,10.623866983,0.0007491829999963
7,57,0.5938796660000065,10.367903827999996,0.0008908420000039
8,57,0.5942467539999967,10.457212486000005,0.0007800769999875
9,57,0.5978941919999983,10.411693741000008,0.0006358800000043
0,26,0.613515448,10.589270061,0.0007190690000005
1,26,0.5579187169999997,8.393491261,0.0006180980000003
2,26,0.5604508199999998,10.3878429,9.365400000049816e-05
3,26,0.5709475029999993,10.439231582,0.0002469620000056
4,26,0.5783596200000005,10.491555097000004,0.0002249309999982
5,26,0.5907442029999999,10.335885424000004,4.402000001846318e-06
6,26,0.6079262760000006,10.623483797999995,0.0002312080000024
7,26,0.5943460209999927,10.367977042999996,0.0003342840000044
8,26,0.5948773790000104,10.45711686,0.0002276299999977
9,26,0.5987364339999885,10.41128620100001,0.0001836409999924
0,33,0.607815168,10.58902736,0.0014008280000012
1,33,0.558067251999999,8.361548352999998,0.032414021000001
2,33,0.5602788730000015,10.387149776999998,0.0009574299999997
3,33,0.5692529050000026,10.440345345,0.0008284709999983
4,33,0.5782422380000014,10.491384642,0.0005118509999988
5,33,0.5907348979999938,10.335163735999991,0.000735731000006
6,33,0.6080101210000066,10.622880328999996,0.0007496439999954
7,33,0.5944960409999993,10.367265645999993,0.0008952459999989
8,33,0.5948008759999937,10.456638278,0.0007840539999932
9,33,0.5989093569999966,10.410682698000002,0.0006147859999998
0,3,0.609555224,10.588042399,0.0014271700000012
1,3,0.5577992319999989,8.361254721999998,0.0329858300000012
2,3,0.5603778069999983,10.387505024,0.0005221320000003
3,3,0.5709031650000007,10.438671553000002,0.0008660419999984
4,3,0.5779294210000003,10.492098913,0.0001263569999991
5,3,0.5903962999999948,10.336146919999996,0.0001058830000033
6,3,0.6091858559999963,10.622264682000008,0.0002100659999939
7,3,0.6023279790000089,10.36007829799999,0.0002653790000124
8,3,0.5942283600000025,10.457231827,0.0007783819999929
9,3,0.5982051980000023,10.411326137000003,0.0006914599999987
0,20,0.609966892,10.588750007,0.0007029509999991
1,20,0.5573056889999997,8.394361208000001,0.000347738000002
2,20,0.5602244260000013,10.388077388,8.588299999701121e-05
3,20,0.570628954,10.439777570999995,2.011000000123886e-05
4,20,0.5777387010000012,10.492277819000002,0.0001236849999983
5,20,0.5898943390000042,10.336556263999997,0.0001879069999972
6,20,0.6078374289999999,10.623619173999998,0.0001845639999942
7,20,0.598472387000001,10.363899413,0.0002843649999988
8,20,0.5936942999999957,10.458504547000004,2.429399999925863e-05
