generation,getdata,getdataq,computation
35.11482048826292,13.400551324244589,13.397675982210785,21.714263333939016
18.379653974901885,0.006905776914209127,0.004901635926216841,18.37274313205853
20.58279765630141,0.006908792071044445,0.004864917136728764,20.57588353427127
18.90961840376258,0.006845138035714626,0.0048454757779836655,18.902768381871283
20.36013097781688,0.006869789212942123,0.004743767902255058,20.35325549915433
18.415143102873117,0.00704508600756526,0.00505620613694191,18.408092643134296
17.308721164241433,0.007745242211967707,0.005759149324148893,17.300970916170627
17.689081721007824,0.006621459033340216,0.0045995889231562614,17.682454441674054
17.432539554778486,0.006928341928869486,0.004868760704994202,17.425605955999345
16.86495862202719,0.006613031029701233,0.004621360916644335,16.858339856844395
