data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,45.0,0.01475897990167141,1.5087425708770752e-07,0.2804917674511671,0.2805218007415533
global_t,1,45.0,7.476843893527985e-05,1.4528632164001465e-07,0.2552673537284136,0.2552946601063013
global_t,2,45.0,7.877498865127563e-05,1.471489667892456e-07,0.23038630932569504,0.2304139193147421
global_t,3,45.0,4.131346940994263e-05,1.4528632164001465e-07,0.23652935586869717,0.2365491073578596
global_t,4,45.0,6.434507668018341e-05,1.5273690223693848e-07,0.26157677359879017,0.26159892976284027
global_t,5,45.0,4.217587411403656e-05,1.434236764907837e-07,0.242232458665967,0.24225324392318726
global_t,6,45.0,2.9532238841056824e-05,1.5459954738616943e-07,0.2285743523389101,0.22858953662216663
global_t,7,45.0,6.585754454135895e-05,1.4901161193847656e-07,0.25245843827724457,0.25247909873723984
global_t,8,45.0,4.9754977226257324e-05,1.6763806343078613e-07,0.2213464193046093,0.2213604524731636
global_t,9,45.0,4.4189393520355225e-05,1.5087425708770752e-07,0.23555077984929085,0.23557108268141747
global_t,10,45.0,3.212690353393555e-05,1.3597309589385986e-07,0.2599883172661066,0.260001951828599
global_t,11,45.0,3.104284405708313e-05,1.564621925354004e-07,0.2834850959479809,0.28349865786731243
