data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,33.0,0.01396077498793602,1.2759119272232056e-07,1.283985922113061,1.2840188099071383
global_t,1,33.0,7.381662726402283e-05,1.4994293451309204e-07,0.3272904185578227,0.32731536589562893
global_t,2,33.0,6.919447332620621e-05,1.5459954738616943e-07,0.2378814797848463,0.2379072830080986
global_t,3,33.0,3.618467599153519e-05,1.6111880540847778e-07,0.31086449325084686,0.31088533997535706
global_t,4,33.0,6.751064211130142e-05,1.6205012798309326e-07,0.25980297289788723,0.25982164591550827
global_t,5,33.0,3.6869198083877563e-05,1.4435499906539917e-07,0.30655612237751484,0.3065775725990534
global_t,6,33.0,2.7903355658054352e-05,1.4621764421463013e-07,0.30392529256641865,0.3039391189813614
global_t,7,33.0,6.402470171451569e-05,1.6763806343078613e-07,0.2910720882937312,0.2910916190594435
global_t,8,33.0,2.765655517578125e-05,1.5273690223693848e-07,0.29800532665103674,0.2980189835652709
global_t,9,33.0,3.7661753594875336e-05,1.5739351511001587e-07,0.3063895236700773,0.3064101403579116
global_t,10,33.0,3.647245466709137e-05,1.4808028936386108e-07,0.3198789907619357,0.3198942570015788
global_t,11,33.0,6.398838013410568e-05,1.4994293451309204e-07,0.26509830448776484,0.2651163525879383
