data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,50.0,0.013715716078877449,1.2665987014770508e-07,1.2889492399990559,1.2889827955514193
global_t,1,50.0,7.591210305690765e-05,1.6391277313232422e-07,0.32822627760469913,0.32825246825814247
global_t,2,50.0,7.425807416439056e-05,1.471489667892456e-07,0.2841393481940031,0.2841646410524845
global_t,3,50.0,3.8815662264823914e-05,1.5087425708770752e-07,0.3109514955431223,0.31097192876040936
global_t,4,50.0,6.61257654428482e-05,1.6577541828155518e-07,0.31889481097459793,0.31891233660280704
global_t,5,50.0,3.6951154470443726e-05,1.5273690223693848e-07,0.31004034355282784,0.3100626766681671
global_t,6,50.0,3.067962825298309e-05,1.6391277313232422e-07,0.3043282087892294,0.3043414428830147
global_t,7,50.0,6.811507046222687e-05,1.5832483768463135e-07,0.29139501601457596,0.291413813829422
global_t,8,50.0,2.9670074582099915e-05,1.341104507446289e-07,0.23494601622223854,0.23495975695550442
global_t,9,50.0,3.815256059169769e-05,1.5273690223693848e-07,0.3111786302179098,0.31119127199053764
global_t,10,50.0,2.8995797038078308e-05,1.564621925354004e-07,0.24587293528020382,0.24588553979992867
global_t,11,50.0,2.9398128390312195e-05,1.5087425708770752e-07,0.26699123717844486,0.267004644498229
