data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,54.0,0.06556636095046997,1.210719347000122e-07,0.24870801344513893,0.2487407922744751
global_t,1,54.0,6.232224404811859e-05,1.210719347000122e-07,0.3474158551543951,0.3474348746240139
global_t,2,54.0,4.6640634536743164e-05,1.471489667892456e-07,0.2978559359908104,0.29787507466971874
global_t,3,54.0,6.471946835517883e-05,1.434236764907837e-07,0.23270777240395546,0.2327278759330511
global_t,4,54.0,3.99760901927948e-05,1.3597309589385986e-07,0.26207083836197853,0.26208902709186077
global_t,5,54.0,2.9247254133224487e-05,1.5087425708770752e-07,0.22296343743801117,0.2229907289147377
global_t,6,54.0,7.528252899646759e-05,1.341104507446289e-07,0.26418284326791763,0.26420130766928196
global_t,7,54.0,2.8192996978759766e-05,1.3224780559539795e-07,0.2409570161253214,0.2409677803516388
global_t,8,54.0,3.980286419391632e-05,1.3969838619232178e-07,0.24650014378130436,0.24651912227272987
global_t,9,54.0,3.12216579914093e-05,1.6205012798309326e-07,0.27025542594492435,0.2702691853046417
global_t,10,54.0,9.243935346603394e-05,1.4528632164001465e-07,0.27757739275693893,0.27759763039648533
global_t,11,54.0,4.213489592075348e-05,1.601874828338623e-07,0.42198321595788,0.42199621349573135
