generation,rank,simulation,PDI,bar
0,2,1.1647798820000002,2.0454672250000003,4.200000000231796e-06
1,2,1.1412524469999998,2.7978587289999997,0.0003955370000001
2,2,1.1335545050000002,1.4361309959999993,0.0002553060000014
3,2,1.1053263710000003,1.385087266000001,3.133999999960224e-06
4,2,1.167017078999999,1.4244827870000003,0.000330872000001
5,2,1.1713921670000005,1.7983543030000018,0.0003935259999998
6,2,1.1661611799999996,1.4184732820000008,0.000253372000003
7,2,1.1624338399999985,1.4226088469999991,0.0003045200000002
8,2,1.177342092,1.429077460000002,0.0003199979999983
9,2,1.1980804340000013,1.4286051340000014,0.000275191
0,3,1.164579609,2.045102226,0.000451441
1,3,1.141170174,2.798334113,2.5120000000100617e-06
2,3,1.133472552999999,1.436465063,2.6189999999814972e-06
3,3,1.1052546219999986,1.3848984289999997,0.0002638839999988
4,3,1.1669317330000002,1.424896157000001,2.8179999986832627e-06
5,3,1.1713114670000009,1.7988259010000007,2.1490000001733733e-06
6,3,1.166088503000001,1.4187971430000026,3.024999998046951e-06
7,3,1.1622475530000005,1.4230968730000022,1.9899999976757954e-06
8,3,1.1772693829999987,1.4293519549999978,0.0001177850000004
9,3,1.198003085,1.4289553800000014,2.0569999996666866e-06
0,0,1.1654159910000002,2.045567564,2.815600000038998e-05
1,0,1.1410742850000002,2.798359087000001,6.246299999990157e-05
2,0,1.1333665599999998,1.4365539590000012,1.1755999999252252e-05
3,0,1.1051770350000003,1.3851569730000008,7.475900000031288e-05
4,0,1.1668549300000013,1.4247991840000012,0.0001693330000005
5,0,1.1712361950000003,1.7986860050000004,0.0002093430000016
6,0,1.1660032249999972,1.4188582079999996,1.8981000000195536e-05
7,0,1.1621501410000017,1.423140372999999,5.026499999871703e-05
8,0,1.1771843419999968,1.429545503,1.75399999946535e-06
9,0,1.1979221499999966,1.429011243999998,2.247199999771965e-05
0,1,1.162559045,2.0452573220000003,0.0003984789999997
1,1,1.141015327,2.798150218,0.0003292569999997
2,1,1.1333055320000005,1.4363719010000011,0.0002561149999991
3,1,1.1051047260000004,1.385106854,0.0001972820000002
4,1,1.1667894519999995,1.4247040150000014,0.0003322529999998
5,1,1.1711651419999995,1.7985729890000002,0.0003919799999998
6,1,1.1659394730000017,1.4187493589999995,0.0001919130000018
7,1,1.1620926649999994,1.4229425360000008,0.0003053919999977
8,1,1.1771229229999989,1.4292809089999992,0.0003277839999995
9,1,1.197857526,1.428829494000002,0.0002675530000004
