generation,rank,simulation,PDI,bar
0,10,4.798482401000001,1.5403306139999984,0.3856104520000016
1,10,4.915354369999999,2.009579821999999,0.0001108510000022
2,10,4.7715017330000045,1.4895338299999992,0.410698502999999
3,10,4.640805795999995,11.859518668,0.001895220999998
4,10,4.681965582000004,22.106965127,0.0012109379999998
5,10,4.603660316000003,21.83859695800001,0.0012709990000132
6,10,4.629698724999997,21.954336572000003,0.0012645760000111
7,10,4.598929099000003,21.490871231,0.0013525870000137
8,10,4.611995036000025,23.878121843999992,0.0012490450000086
9,10,4.609432483999996,22.536550440000013,0.0011935459999961
0,7,4.798878842000001,1.667683377000003,0.2583000529999992
1,7,4.915291608,1.4082796020000004,0.6014663689999971
2,7,4.771306290000002,1.836406035000003,0.0640286439999968
3,7,4.635804145999998,11.864522615000006,0.0013666420000006
4,7,4.678896311999999,22.110446755999995,0.0013778889999969
5,7,4.60146897300001,21.84097219799999,0.0010982769999969
6,7,4.6274476569999905,21.956490038,0.0013744099999826
7,7,4.596849797000004,21.492895740999984,0.0014190089999885
8,7,4.609838362000005,23.880103615999985,0.0014352049999786
9,7,4.606828089999993,22.53895084600001,0.0014089740000144
0,5,4.792468983999999,1.6878622360000008,0.2426401360000021
1,5,4.915363418999998,1.6862956219999994,0.3233895219999994
2,5,4.771169839000002,1.392485402999995,0.5080730409999958
3,5,4.638963206000007,11.861137938000006,0.0021109620000032
4,5,4.684116555000003,22.104675562999994,0.0014128639999881
5,5,4.6050513240000015,21.837060050999995,0.0014415129999889
6,5,4.631211901,21.95289673100001,0.0012155089999907
7,5,4.601012206000007,21.488579558,0.0015838169999824
8,5,4.613607865000006,23.876022798000008,0.001762885000005
9,5,4.611122266999985,22.53448557199999,0.0015937040000153
0,28,4.786895023,1.5984637650000018,0.3403422280000008
1,28,4.910313747,1.8724145850000016,0.1423331029999985
2,28,4.778449401,1.732704862999995,0.1605971070000009
3,28,4.642325441000004,11.859053977000002,0.0007548459999995
4,28,4.675171198000001,22.11467125,0.0004140860000063
5,28,4.605364836999996,21.83811385,6.954099998779384e-05
6,28,4.6316309069999875,21.953528007000003,0.0001631119999956
7,28,4.599790796000008,21.49105466499998,0.0003254389999938
8,28,4.614311969999989,23.876501322000024,0.0005569189999903
