generation,getdata,getdataq,computation
35.52810917701572,13.105944679002278,13.103031152044423,22.422158180037513
18.638818823965266,0.00619904394261539,0.004109057015739381,18.63261476100888
19.311862388043664,0.006591521902009845,0.004539840039797127,19.305264792055823
19.28767918900121,0.0066475680796429515,0.004628504975698888,19.281025543925352
17.499524318962358,0.006861652014777064,0.004847296979278326,17.49265663593542
17.394961416022852,0.007009071065112948,0.004855759907513857,17.38794596795924
17.999617401044816,0.006924679968506098,0.0049141739727929235,17.992682714015245
17.49792650109157,0.007101305993273854,0.00483090803027153,17.4908176419558
17.790576218045317,0.007347040926106274,0.005149850971065462,17.783223361941054
17.485151696018875,0.006559543078765273,0.0045394860208034515,17.47858625196386
