data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,1.0,0.0308566093444824,6.914138793945312e-05,1.209445238113403,1.2095117568969729
global_t,1,1.0,3.0994415283203125e-06,6.175041198730469e-05,1.2697899341583252,1.2698462009429932
global_t,2,1.0,1.6689300537109375e-06,6.103515625e-05,1.159620761871338,1.1596729755401611
global_t,3,1.0,4.76837158203125e-07,3.170967102050781e-05,1.195171356201172,1.1952056884765625
global_t,4,1.0,1.9073486328125e-06,5.936622619628906e-05,1.1233837604522705,1.1234376430511477
global_t,5,1.0,2.384185791015625e-07,3.1948089599609375e-05,1.2229971885681152,1.2230308055877686
global_t,6,1.0,1.9073486328125e-06,4.863739013671875e-05,1.2510168552398682,1.2510554790496826
global_t,7,1.0,4.76837158203125e-07,4.4345855712890625e-05,0.995640993118286,0.9956948757171632
global_t,8,1.0,4.76837158203125e-07,3.075599670410156e-05,0.8518266677856445,0.851874828338623
global_t,9,1.0,4.76837158203125e-07,3.027915954589844e-05,1.0781543254852295,1.0781948566436768
global_t,0,0.0,0.0241928100585937,7.867813110351562e-05,1.1290507316589355,1.1291422843933103
global_t,1,0.0,1.6689300537109375e-06,5.626678466796875e-05,0.9444594383239746,0.9445390701293944
global_t,2,0.0,1.6689300537109375e-06,5.817413330078125e-05,0.8834109306335449,0.8834891319274902
global_t,3,0.0,4.76837158203125e-07,2.6702880859375e-05,0.990886926651001,0.9909191131591796
global_t,4,0.0,1.9073486328125e-06,0.0001306533813476,1.104029893875122,1.1041123867034912
global_t,5,0.0,7.152557373046875e-07,2.9325485229492188e-05,1.0846376419067385,1.0846772193908691
global_t,6,0.0,1.6689300537109375e-06,5.626678466796875e-05,1.107358455657959,1.1073949337005615
global_t,7,0.0,4.76837158203125e-07,6.532669067382812e-05,1.1036274433135986,1.1036975383758545
global_t,8,0.0,9.5367431640625e-07,5.173683166503906e-05,1.092681884765625,1.09271502494812
global_t,9,0.0,7.152557373046875e-07,2.5272369384765625e-05,1.0895936489105225,1.0896267890930176
global_t,0,2.0,0.009122610092163,6.461143493652344e-05,0.872657299041748,0.872722864151001
global_t,1,2.0,1.9073486328125e-06,5.53131103515625e-05,1.0997672080993652,1.0998249053955078
global_t,2,2.0,3.62396240234375e-05,5.888938903808594e-05,1.1275792121887207,1.1276352405548096
global_t,3,2.0,4.76837158203125e-07,2.8371810913085938e-05,1.100657939910889,1.1006991863250732
global_t,4,2.0,1.430511474609375e-06,5.555152893066406e-05,0.9770503044128418,0.9771201610565186
global_t,5,2.0,4.76837158203125e-07,2.9087066650390625e-05,0.8434405326843262,0.8434748649597168
global_t,6,2.0,1.6689300537109375e-06,5.650520324707031e-05,0.8868036270141602,0.8868606090545654
global_t,7,2.0,7.152557373046875e-07,2.7418136596679688e-05,0.9986703395843506,0.9987020492553712
global_t,8,2.0,2.384185791015625e-07,2.7179718017578125e-05,0.9436483383178712,0.9436829090118408
global_t,9,2.0,4.76837158203125e-07,2.7418136596679688e-05,1.0669879913330078,1.06701922416687
global_t,0,3.0,0.0242331027984619,7.557868957519531e-05,1.3647301197052002,1.3648056983947754
global_t,1,3.0,1.6689300537109375e-06,6.389617919921875e-05,1.3442556858062744,1.3443107604980469
global_t,2,3.0,1.6689300537109375e-06,6.604194641113281e-05,1.070605754852295,1.0706634521484375
global_t,3,3.0,1.9073486328125e-06,5.984306335449219e-05,1.3541574478149414,1.3542110919952393
global_t,4,3.0,4.76837158203125e-07,3.218650817871094e-05,0.8800883293151855,0.8801276683807373
global_t,5,3.0,7.152557373046875e-07,3.1948089599609375e-05,1.256392478942871,1.2564260959625244
global_t,6,3.0,4.76837158203125e-07,3.266334533691406e-05,1.361658811569214,1.361692190170288
global_t,7,3.0,1.9073486328125e-06,4.506111145019531e-05,0.9364538192749025,0.936504602432251
global_t,8,3.0,7.152557373046875e-07,4.291534423828125e-05,1.123878002166748,1.1239290237426758
global_t,9,3.0,4.76837158203125e-07,3.170967102050781e-05,0.8836319446563721,0.8836700916290283
