data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,13.0,0.0020058155059814,6.818771362304688e-05,2.0530002117156982,2.05308198928833
global_t,1,13.0,1.6689300537109375e-06,5.793571472167969e-05,2.3077564239501953,2.3078131675720215
global_t,2,13.0,1.430511474609375e-06,5.8650970458984375e-05,2.6725523471832275,2.672621250152588
global_t,3,13.0,1.430511474609375e-06,5.0067901611328125e-05,1.9418301582336424,1.941877603530884
global_t,4,13.0,4.76837158203125e-07,4.124641418457031e-05,1.7767081260681152,1.7767667770385742
global_t,5,13.0,1.430511474609375e-06,4.935264587402344e-05,1.6605637073516846,1.6606066226959229
global_t,6,13.0,4.76837158203125e-07,4.100799560546875e-05,1.9468562602996824,1.9469151496887207
global_t,7,13.0,7.152557373046875e-07,3.218650817871094e-05,2.0182087421417236,2.0182507038116455
global_t,8,13.0,4.76837158203125e-07,3.123283386230469e-05,1.908545732498169,1.9085848331451416
global_t,9,13.0,1.9073486328125e-06,5.14984130859375e-05,1.8342251777648928,1.8342716693878176
global_t,0,31.0,0.0090999603271484,7.009506225585938e-05,2.418579339981079,2.4186596870422363
global_t,1,31.0,1.9073486328125e-06,7.152557373046875e-05,1.8785042762756348,1.878566026687622
global_t,2,31.0,1.9073486328125e-06,6.175041198730469e-05,2.012679100036621,2.0127360820770264
global_t,3,31.0,1.9073486328125e-06,6.031990051269531e-05,2.175053596496582,2.1751115322113037
global_t,4,31.0,4.76837158203125e-07,3.0040740966796875e-05,1.8733305931091309,1.8733623027801511
global_t,5,31.0,1.6689300537109375e-06,4.696846008300781e-05,1.8727872371673584,1.872828483581543
global_t,6,31.0,7.152557373046875e-07,4.553794860839844e-05,1.761976957321167,1.7620322704315186
global_t,7,31.0,4.76837158203125e-07,3.0517578125e-05,2.1547679901123047,2.1548051834106445
global_t,8,31.0,7.152557373046875e-07,3.075599670410156e-05,1.9034292697906496,1.9034652709960935
global_t,9,31.0,1.6689300537109375e-06,6.151199340820312e-05,2.538371324539185,2.5384268760681152
global_t,0,9.0,0.0078308582305908,7.724761962890625e-05,2.2525930404663086,2.2526721954345703
global_t,1,9.0,1.430511474609375e-06,6.818771362304688e-05,2.188255786895752,2.1883156299591064
global_t,2,9.0,1.6689300537109375e-06,6.008148193359375e-05,2.2157626152038574,2.215824842453003
global_t,3,9.0,1.6689300537109375e-06,4.76837158203125e-05,2.1930477619171143,2.193087339401245
global_t,4,9.0,4.76837158203125e-07,4.363059997558594e-05,2.199451208114624,2.1995091438293457
global_t,5,9.0,1.6689300537109375e-06,5.0067901611328125e-05,2.176558494567871,2.176603078842163
global_t,6,9.0,4.76837158203125e-07,4.482269287109375e-05,1.9372928142547607,1.9373605251312256
global_t,7,9.0,7.152557373046875e-07,5.936622619628906e-05,1.8619189262390137,1.861955642700195
global_t,8,9.0,4.76837158203125e-07,3.0517578125e-05,1.8925139904022217,1.8925528526306152
global_t,9,9.0,1.6689300537109375e-06,6.0558319091796875e-05,1.8427095413208008,1.842768669128418
global_t,0,1.0,0.0063827037811279,7.081031799316406e-05,2.223353624343872,2.223436117172241
global_t,1,1.0,1.9073486328125e-06,5.984306335449219e-05,2.112483024597168,2.1125426292419434
global_t,2,1.0,1.9073486328125e-06,5.8650970458984375e-05,1.7337617874145508,1.7338221073150637
global_t,3,1.0,1.6689300537109375e-06,4.863739013671875e-05,1.946302890777588,1.946345567703247
global_t,4,1.0,4.76837158203125e-07,4.4345855712890625e-05,1.8286857604980469,1.828739881515503
global_t,5,1.0,4.76837158203125e-07,3.0517578125e-05,1.689737319946289,1.689772129058838
global_t,6,1.0,1.9073486328125e-06,5.936622619628906e-05,1.9482216835021973,1.9482784271240232
global_t,7,1.0,4.76837158203125e-07,3.123283386230469e-05,1.6760601997375488,1.6760966777801514
global_t,8,1.0,9.5367431640625e-07,3.075599670410156e-05,2.16739821434021,2.167436361312866
global_t,9,1.0,1.6689300537109375e-06,4.6253204345703125e-05,2.1704390048980713,2.170480489730835
global_t,0,16.0,0.0021491050720214,7.414817810058594e-05,2.504979133605957,2.50506854057312
global_t,1,16.0,1.9073486328125e-06,6.341934204101562e-05,1.695946216583252,1.6960318088531494
global_t,2,16.0,4.76837158203125e-07,2.956390380859375e-05,2.0924746990203857,2.0925586223602295
global_t,3,16.0,1.430511474609375e-06,6.604194641113281e-05,1.9722607135772705,1.9723331928253176
global_t,4,16.0,4.76837158203125e-07,2.9325485229492188e-05,1.9074938297271729,1.9075419902801511
global_t,5,16.0,1.6689300537109375e-06,5.507469177246094e-05,2.619835138320923,2.6198930740356445
global_t,6,16.0,4.76837158203125e-07,2.9802322387695312e-05,2.3326146602630615,2.3326480388641357
global_t,7,16.0,7.152557373046875e-07,2.8371810913085938e-05,1.7048330307006836,1.7048888206481934
global_t,8,16.0,4.76837158203125e-07,2.7179718017578125e-05,2.179495334625244,2.179527997970581
global_t,9,16.0,2.1457672119140625e-06,5.841255187988281e-05,1.7960383892059326,1.796107530593872
global_t,0,4.0,0.0077428817749023,8.678436279296875e-05,7.444035768508911,7.444122314453125
