generation,rank,Scatter,Publish,Queues
0,4,0.7356603499501944,0.7401670147664845,0.0042531159706413
1,4,1.1586728650145233,1.1765102022327485,0.0176681778393685
2,4,0.8140670866705477,0.8342113010585308,0.0199850820936262
3,4,0.8127154647372663,6.293269869405776,5.4804185521788895
4,4,0.7883037808351219,10.177796837408096,9.389409199357033
5,4,0.7194628710858524,10.608076666947454,9.88855203986168
6,4,0.6958874901756644,10.555620981846005,9.85957984579727
7,4,0.8252270328812301,12.324556462001055,11.499236683361232
8,4,0.7058030618354678,10.964632364921272,10.258767270483077
9,4,0.8764696368016303,11.250547479372472,10.373926508706065
0,13,0.9712656973861158,0.9898938448168336,0.0183867514133453
1,13,0.9895084439776838,1.0068922508507967,0.01720851380378
2,13,0.8403113288804889,0.8589918278157711,0.018519751727581
3,13,0.95930398395285,6.293237988837063,5.3337946445681155
4,13,0.886709718964994,10.17788475798443,9.291083886288106
5,13,0.9440132868476212,10.607455869205296,9.663301839027554
6,13,0.9507159972563386,10.55602809600532,9.605222617276011
7,13,0.9231295241042972,12.325430397875609,11.40221818163991
8,13,0.911062564700842,10.963770017027857,10.052565768361092
9,13,0.9851242061704396,11.251133448909968,10.265889392700046
0,31,0.97864817106165,0.9969195369631052,0.0180142859462648
1,31,1.0384727660566568,1.055943289073184,0.0173104379791766
2,31,0.9579786981921644,0.978232195135206,0.0201022839173674
3,31,0.9047467650379986,6.297548993024975,5.392663749167696
4,31,0.9638078210409732,10.183811454102395,9.219908625120295
5,31,0.9156828720588236,10.611956062028185,9.696139741921796
6,31,0.9510791529901326,10.561417119111866,9.610237709945068
7,31,0.9062883050646632,12.330888874130324,11.424535444937646
8,31,0.9576288249809296,10.968513020081446,10.010733019094914
9,31,0.9055530750192702,11.255973004968835,10.350333282724025
0,11,0.952813409967348,0.9679428050294518,0.0148628660244867
1,11,0.9804948279634118,0.9973745669703932,0.0167132220230996
2,11,0.9296638360247016,0.9486773499520496,0.0188604939030483
3,11,0.945190484984778,6.295861065969802,5.3505264890845865
4,11,0.933806451037526,10.180566164897757,9.246682210010476
5,11,0.9075801359722392,10.610530306003056,9.702810176997446
6,11,0.945498486980796,10.559709998080509,9.614116317010485
7,11,0.7215221029473469,12.328890815959312,11.607306519872507
8,11,0.6958464400377125,10.967575335060246,10.271589914918875
9,11,1.002833534963429,11.254592988989316,10.25165934395045
0,22,0.7059197947382927,0.7217209516093135,0.0155535144731402
1,22,1.3266336806118488,1.344544810242951,0.0178215326741337
2,22,0.8119071833789349,0.8331057690083981,0.0210192138329148
3,22,0.8219403680413961,6.2940263617783785,5.471928398124874
4,22,0.8348336294293404,10.179897364228964,9.344928589649498
5,22,0.8462423738092184,10.610009969212117,9.763685142621398
6,22,0.830678591504693,10.55902794841677,9.72828718367964
7,22,0.8283807020634413,12.326728156767786,11.498197038657963
8,22,0.8287381622940302,10.96626212168485,10.137442170642316
9,22,0.8382836254313588,11.253992109559476,10.415649936534464
0,29,0.9002502067014575,0.9168435726314784,0.0163347041234374
1,29,0.9565927013754844,0.9743420369923116,0.017588042654097
2,29,0.7041273377835751,0.7231910778209567,0.0189060466364026
3,29,0.8165713166818023,6.294862273149192,5.478204389102757
4,29,0.9538176069036126,10.181744184345009,9.227785752154888
5,29,0.8804475627839565,10.60953777935356,9.72899599187076
6,29,0.8823910495266318,10.559019286185505,9.67656502313912
7,29,0.9429035419598222,12.32681666314602,11.38374916370958
8,29,0.9411818580701948,10.965805009007454,10.024540389887989
9,29,0.9461053824052216,11.25343936216086,10.307268898002803
0,20,0.8361661843955517,0.8524973466992378,0.016077890060842
1,20,1.2880246890708804,1.3047737628221512,0.016579563729465
2,20,0.7040791399776936,0.7235740441828966,0.0193334566429257
3,20,0.8129952615126967,6.293942790478468,5.480812828056514
4,20,0.8633021833375096,10.17927700933069,9.31586005166173
5,20,0.8158025415614247,10.609092907980084,9.793225473724306
6,20,0.8207223759964108,10.55669455230236,9.73583884164691
7,20,0.6991040129214525,12.32586273457855,11.626667954958975
8,20,0.8254580041393638,10.96569789107889,10.140173754654825
9,20,0.8808066379278898,11.251441993750632,10.370500225573778
0,9,0.732096313033253,0.7480079090455547,0.0156472880626097
1,9,1.1368702669860795,1.1542411369737238,0.0172067090170457
2,9,0.6924950660904869,0.7109029060229659,0.0182456389302387
3,9,0.6907957079820335,6.2933019190095365,5.602440705988556
4,9,0.8353527210419998,10.177028628997505,9.341513116960414
5,9,0.6912318429676816,10.60825655492954,9.91696021601092
6,9,0.8331690330523998,10.555430638953112,9.72210550995078
7,9,0.8551774090155959,12.324413658003325,11.469145237933844
8,9,0.8119989950209856,10.96441025508102,10.152347097056918
9,9,0.7344472879776731,11.250468445010483,10.515883676009253
0,6,0.8470577349653468,0.86341040302068,0.0161677669966593
1,6,1.2103644809685647,1.2272823300445452,0.0167118321405723
2,6,0.6824647739995271,0.6918780640698969,0.0093218459514901
3,6,0.8030010920483619,6.2927508890861645,5.489576207939535
4,6,0.7167623690329492,10.178285402012987,9.461367717012765
5,6,0.7468817749759182,10.60961991304066,9.862665103864856
6,6,0.811311625991948,10.55728285294026,9.745835983892905
7,6,0.8100577580044046,12.326272067031825,11.51613330899272
8,6,0.7283616180066019,10.96642102196347,10.237997465068474
9,6,0.8891702350229025,11.252306422917172,10.363004402024671
0,7,0.9663939470192418,0.9820067300461232,0.0153447519987821
1,7,1.3417920399224386,1.3596516950055957,0.0176793279824778
2,7,0.9448834270006046,0.9558007980231196,0.0107467949856072
3,7,0.8198883470613509,6.29558170796372,5.475546648958698
4,7,0.911572796991095,10.18032663303893,9.268662965041583
5,7,0.9511545889545232,10.6103982150089,9.659097021096386
6,7,0.8787461430765688,10.559565292904152,9.680728391045704
7,7,0.9280051289824768,12.328642794978805,11.40057486796286
8,7,0.8909693140303716,10.96733159199357,10.076200053910725
9,7,0.8849584079580382,11.254367151064798,10.369316817144863
0,8,0.8536255940562114,0.8690070000011474,0.0151732610538601
1,8,1.2669320189161226,1.2842783050145954,0.0171740369405597
2,8,0.776790160103701,0.7955494730267674,0.0185704248724505
3,8,0.6971393889980391,6.2936723199673,5.596443791990168
4,8,0.9368240400217474,10.17695819598157,9.239963880972937
5,8,0.9106250710319728,10.608310010982676,9.697608849965036
6,8,0.9247932420112192,10.555481094983406,9.630521427025087
7,8,0.8408254629466683,12.32454642909579,11.483621291001327
8,8,0.8915174339199439,10.964485915959813,10.072901758016087
9,8,0.9862869590288028,11.250641942024233,10.264199896831997
0,5,0.8585202367976308,0.8745894120074809,0.0158215342089533
1,5,1.1548925382085145,1.1723988791927695,0.0173402754589915
2,5,0.9549917262047528,0.9754391079768538,0.0202711783349514
3,5,0.9355087871663272,6.2935631750151515,5.35790925193578
4,5,0.7605126989074051,10.17783313523978,9.417228328529744
5,5,0.8866995410062373,10.607025135774164,9.72018039179966
6,5,0.8853111551143229,10.55565503332764,9.670254022814332
7,5,0.9552732687443496,12.324758005794138,11.369414736982437
8,5,0.9043018580414356,10.96361092897132,10.05914925597608
9,5,0.7180835050530732,11.250715736299751,10.532524129375815
0,14,0.8558880900964141,0.873454031534493,0.0173050127923488
1,14,0.7315269159153104,0.748639746569097,0.0169262876734137
2,14,0.7137358179315925,0.7321288529783487,0.018218521028757
3,14,0.9878533417358994,6.294438370503485,5.306425937451422
4,14,0.7469337284564972,10.179986239410937,9.43296924047172
5,14,0.6895015686750412,10.609000631608067,9.91936733108014
6,14,0.704562253318727,10.557925277389586,9.853276466019452
7,14,0.6902798656374216,12.327306725084782,11.636970258317888
8,14,0.8353524152189493,10.965806398540735,10.130322025157511
9,14,0.7423917399719357,11.253053829073906,10.510575323365629
0,0,0.8509134836494923,0.8534771911799908,0.0022968715056777
1,0,0.8326698057353497,0.8491076920181513,0.016241512261331
2,0,0.8159481808543205,0.8357097879052162,0.019616600126028
3,0,0.8051930367946625,0.8223543064668775,0.017074191942811
4,0,0.7144237076863647,0.7292598756030202,0.0146660851314663
5,0,0.8099705148488283,0.8265294255688787,0.0164942657575011
6,0,0.8060780260711908,0.8219153610989451,0.0156706273555755
7,0,0.7893695784732699,0.8047049790620804,0.0152355637401342
8,0,0.8101311046630144,0.8247916884720325,0.0145151931792497
9,0,0.8414737898856401,0.9143547229468822,0.0728089604526758
0,3,0.9771152576431632,0.994238338433206,0.0168719636276364
1,3,1.2087491005659103,1.2203997103497386,0.0114830946549773
2,3,0.8930314304307103,0.9119722293689848,0.0187699105590581
3,3,0.687376918271184,6.295390402898192,5.607918958179653
4,3,0.9565876256674528,10.17958200443536,9.222826802171769
5,3,0.7084775334224105,10.61144771333784,9.90288959722966
