data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,52.0,0.014563193544745445,1.1641532182693481e-07,0.238913063891232,0.2389392340555787
global_t,1,52.0,6.616953760385513e-05,1.2665987014770508e-07,0.2997593991458416,0.2997880792245269
global_t,2,52.0,3.5072676837444305e-05,1.4156103134155273e-07,0.2855741335079074,0.2855959851294756
global_t,3,52.0,6.384123116731644e-05,1.341104507446289e-07,0.2438379554077983,0.24385712761431932
global_t,4,52.0,3.403425216674805e-05,1.5459954738616943e-07,0.25850217789411545,0.2585240053012967
global_t,5,52.0,7.475446909666061e-05,1.3131648302078247e-07,0.25234191212803125,0.25236101914197206
global_t,6,52.0,3.500841557979584e-05,1.3317912817001343e-07,0.2953975684940815,0.2954199677333236
global_t,7,52.0,2.8469599783420563e-05,1.387670636177063e-07,0.2903909906744957,0.2904044445604086
global_t,8,52.0,7.254257798194885e-05,1.2945383787155151e-07,0.22536595165729523,0.22538450174033642
global_t,9,52.0,2.8891488909721375e-05,1.30385160446167e-07,0.22463082429021597,0.22464490495622158
global_t,10,52.0,3.5536475479602814e-05,1.30385160446167e-07,0.29334461875259876,0.29336608201265335
global_t,11,52.0,2.8917565941810608e-05,1.3783574104309082e-07,0.2959762318059802,0.2959897108376026
