generation,rank,simulation,PDI,bar
0,10,2.336365907000001,0.9672613900000008,0.0164197839999999
1,10,2.407236976,0.8901748989999998,0.1659209510000003
2,10,2.449120777000001,0.8296409889999996,0.2034214110000007
3,10,2.4275642059999996,2.577216733,0.0006771850000006
4,10,2.4939126199999997,6.786082319000002,0.0004520970000001
5,10,2.45484364,7.148278067,0.0002325130000002
6,10,2.4091771840000007,6.820140067000004,0.0001692100000028
7,10,2.4516606580000015,6.582202460999994,0.0008302069999999
8,10,2.4830845230000023,6.6073521129999975,0.0003299279999993
9,10,2.466110189999995,7.181644560999999,0.0005109550000099
0,7,2.335630155999999,0.953611961,0.0463073040000008
1,7,2.390234347,1.0333783739999998,0.0235187409999984
2,7,2.4483667450000013,0.8005175650000016,0.2332918859999999
3,7,2.427544073,2.577222957,0.0006957110000023
4,7,2.492924181999999,6.787221468999999,0.000322968999999
5,7,2.4533126979999977,7.149574334,0.0004818489999962
6,7,2.4076496230000046,6.821459096999995,0.000380554000003
7,7,2.4500604300000006,6.583760818000002,0.0013100689999987
8,7,2.480761712000003,6.609048852000001,0.0005394129999984
9,7,2.465075681000002,7.182638214999997,0.0005577929999986
0,5,2.3345187880000005,0.7149711070000002,0.2851671309999997
1,5,2.392006467,0.9250864350000008,0.1300721809999991
2,5,2.4503369619999997,0.8305969340000026,0.2012450430000001
3,5,2.427266584999998,2.577394253000002,0.0008025240000009
4,5,2.495802537000003,6.783966127000003,0.0006978110000019
5,5,2.456564717999999,7.146297099000002,0.0005144970000046
6,5,2.4111545330000013,6.817713712,0.0006110019999994
7,5,2.4535838140000052,6.5800904040000034,0.001504631000003
8,5,2.484675347999996,6.605047626000008,0.0005748210000007
9,5,2.468291414999996,7.179343990000007,0.0006329369999917
0,9,2.3351606779999994,0.8523341299999991,0.1315964639999993
1,9,2.4082156260000005,0.9471763250000008,0.1079374190000006
2,9,2.450365360000001,0.830670069,0.2011401619999979
3,9,2.4272900590000006,2.577474283000001,0.0006796539999989
4,9,2.495777150000002,6.784448283,0.0002229000000006
5,9,2.459853441,7.143130935000002,0.0003636389999996
6,9,2.4111289639999995,6.818190909999998,0.0001565709999979
7,9,2.4535783460000005,6.580248697999998,0.0008666740000009
8,9,2.485224480999996,6.605148440999997,0.0003697429999931
9,9,2.4680054429999956,7.1798325999999975,0.0004176959999995
0,2,2.3311361490000007,0.939723368000001,0.0641877080000004
1,2,2.390758259,0.874148301,0.1822472959999999
2,2,2.4491288419999986,0.8818286199999985,0.1512197929999992
3,2,2.4274783430000006,2.5768556410000016,0.001137559
4,2,2.493996265,6.785551067,0.0008992720000016
5,2,2.454608700000005,7.148044296000002,0.0007062279999985
6,2,2.4094098369999983,6.819294044000003,0.0007817549999984
7,2,2.451839307,6.581930971999995,0.0008786579999977
8,2,2.483075005000003,6.606940572999996,0.0007958000000058
9,2,2.466378512999995,7.181093614999995,0.0007942179999957
0,3,2.3311130550000003,0.7262804120000013,0.2776532290000002
1,3,2.390287989000001,0.860506634,0.1963630639999998
2,3,2.4484016350000015,0.8383103809999994,0.1954651779999991
3,3,2.4274613709999997,2.5770840889999995,0.000913692000001
4,3,2.4929401529999993,6.786782640000002,0.0007361340000002
5,3,2.453320045999998,7.149522126000001,0.000519232000002
6,3,2.407665650999995,6.821186070000003,0.0006288260000033
7,3,2.4500850760000006,6.583472342,0.0010915400000044
8,3,2.481252494000003,6.608937175000001,0.000626940999993
9,3,2.465096931000005,7.182363204000012,0.0008012600000029
0,8,2.3304479900000006,0.9205339479999992,0.0678161270000003
1,8,2.408280552999999,1.0549430199999996,0.0001017759999992
2,8,2.450453845,1.0316252530000014,9.653300000067588e-05
3,8,2.426600532000002,2.578280139999997,0.0005576110000014
4,8,2.4958473150000025,6.784151388999998,0.0004731059999976
5,8,2.4598855920000027,7.143117364999995,0.0003215069999953
6,8,2.4111972960000045,6.817825581000001,0.000454432000005
7,8,2.4536497120000007,6.580183593000001,0.0008606779999951
8,8,2.4852905649999997,6.604918601999998,0.0005336259999921
9,8,2.4680672539999904,7.179528329999997,0.0006603030000036
0,15,2.337352181,0.9070156539999984,0.0766470319999985
1,15,2.406306581000001,0.995124937,0.0618637429999999
2,15,2.44818437,0.8713823130000016,0.1626161950000018
3,15,2.427622630000002,2.5777801380000014,4.7166999998182746e-05
4,15,2.4924521499999983,6.787781849000002,0.0002164180000008
5,15,2.4533118139999956,7.150033225999998,2.425899999991543e-05
6,15,2.407286143999997,6.822179630000001,2.3699000003318815e-05
7,15,2.4498227099999994,6.584704738999996,0.0006581829999987
8,15,2.480652458999998,6.6095253690000035,0.0001148870000093
9,15,2.463894417000006,7.184339593999994,2.0856999995544356e-05
0,1,2.33524169,0.7157743260000018,0.2693676830000004
1,1,2.4074799670000004,0.8214975520000003,0.2343328709999994
2,1,2.4499429829999997,0.9721790860000024,0.0600539470000001
3,1,2.427202771000001,2.576915854000003,0.0013367409999993
4,1,2.4952159819999977,6.784259152000001,0.000974867
5,1,2.4561816769999965,7.146357299000002,0.0008103099999985
6,1,2.410773802000002,6.816656645000002,0.0020428529999989
7,1,2.453349577999994,6.580276900999998,0.0010213610000064
8,1,2.484805815999998,6.604993561999997,0.0009979730000111
9,1,2.468313612000003,7.178861770999987,0.0010762910000039
0,13,2.3339121570000003,0.8302305580000002,0.1537472449999999
1,13,2.4081716219999993,0.7955794259999998,0.2595693860000008
2,13,2.450360194,0.7462717269999999,0.2855463300000025
3,13,2.4272769160000003,2.577939465,0.0002253239999987
4,13,2.495779792999997,6.784596620000002,9.046000000267897e-05
5,13,2.4598360429999993,7.1433497770000045,0.0001535369999956
6,13,2.4111156160000036,6.818206816,0.000157055999999
7,13,2.4535749279999948,6.580576019999995,0.0011155489999978
8,13,2.484630373999998,6.6053197600000075,0.0002293659999992
9,13,2.468043788000003,7.180099826000003,0.0001137480000039
0,6,2.3356504780000007,0.7278369470000001,0.2720381590000009
1,6,2.3908830450000007,0.8525597769999997,0.2037159059999993
2,6,2.449078406,0.8397574440000017,0.1933415950000032
3,6,2.4275591530000007,2.576994321000001,0.000908055
4,6,2.4939850559999996,6.7859410050000015,0.0005417699999981
5,6,2.4545929030000018,7.148439764000003,0.0003303289999934
6,6,2.409337575000002,6.819653785,0.0005041629999951
7,6,2.451861370000003,6.581857028000002,0.0014129369999977
8,6,2.4825636990000035,6.607170174000004,0.0006120569999978
9,6,2.466368435999996,7.181293249999996,0.0006132899999897
0,12,2.3294804099999995,0.8466734630000001,0.1417445839999995
1,12,2.4082313959999997,0.7953897100000002,0.2597157219999992
2,12,2.450413601000001,0.6952038579999993,0.3365461940000003
3,12,2.4265810059999993,2.578451389000002,0.0004019510000006
4,12,2.4958479930000017,6.784542941999998,7.625900000007846e-05
5,12,2.459896831000002,7.143276714999999,0.0001658270000035
6,12,2.4111742470000053,6.818025958,0.0002795420000012
7,12,2.453639146999997,6.580424043000001,0.0012022789999974
8,12,2.484697907999994,6.605167431000005,0.0003123449999975
9,12,2.468113869000007,7.179674002999988,0.0004697050000004
0,4,2.333305349,0.9312451729999988,0.0701044569999993
