data,timestep,rank,get_contract,publish_request,scatter,publish
global_t,0,34.0,0.0450797080993652,5.316734313964844e-05,4.245785474777222,4.24585223197937
global_t,1,34.0,1.9073486328125e-06,6.818771362304688e-05,4.190120697021484,4.190183877944946
global_t,2,34.0,4.76837158203125e-07,3.886222839355469e-05,4.185765743255615,4.185819864273071
global_t,3,34.0,1.6689300537109375e-06,5.459785461425781e-05,4.192162275314331,4.19222354888916
global_t,4,34.0,1.6689300537109375e-06,5.316734313964844e-05,4.134300947189331,4.134359359741211
global_t,5,34.0,7.152557373046875e-07,2.646446228027344e-05,4.177464246749878,4.1774983406066895
global_t,6,34.0,2.1457672119140625e-06,5.364418029785156e-05,4.188958168029785,4.189016103744507
global_t,7,34.0,7.152557373046875e-07,2.646446228027344e-05,4.173892259597778,4.173945188522339
global_t,8,34.0,9.5367431640625e-07,3.24249267578125e-05,4.042751312255859,4.042783498764038
global_t,9,34.0,4.76837158203125e-07,2.5987625122070312e-05,4.127274990081787,4.1273088455200195
global_t,0,50.0,0.0446991920471191,6.365776062011719e-05,4.65114426612854,4.651212215423584
global_t,1,50.0,1.9073486328125e-06,5.626678466796875e-05,4.47129487991333,4.471347093582153
global_t,2,50.0,2.384185791015625e-06,4.4345855712890625e-05,4.483947038650513,4.483989477157593
global_t,3,50.0,4.76837158203125e-07,4.124641418457031e-05,4.649531364440918,4.649580955505371
global_t,4,50.0,1.9073486328125e-06,5.7220458984375e-05,4.615769147872925,4.615827560424805
global_t,5,50.0,7.152557373046875e-07,2.6226043701171875e-05,4.615720748901367,4.615753412246704
global_t,6,50.0,1.9073486328125e-06,4.649162292480469e-05,4.659129858016968,4.659162998199463
global_t,7,50.0,9.5367431640625e-07,5.507469177246094e-05,4.654324769973755,4.654373645782471
global_t,8,50.0,7.152557373046875e-07,2.6702880859375e-05,4.589389085769653,4.589422225952148
global_t,9,50.0,4.76837158203125e-07,3.981590270996094e-05,4.620477914810181,4.620519638061523
global_t,0,4.0,0.0479853153228759,6.270408630371094e-05,0.8913793563842773,0.8914549350738525
global_t,1,4.0,1.430511474609375e-06,5.435943603515625e-05,0.8486757278442383,0.8487443923950195
global_t,2,4.0,4.76837158203125e-07,2.694129943847656e-05,0.8519754409790039,0.8520073890686035
global_t,3,4.0,1.9073486328125e-06,5.5789947509765625e-05,0.8712460994720459,0.8713843822479248
global_t,4,4.0,7.152557373046875e-07,2.7894973754882812e-05,0.8533165454864502,0.8533608913421631
global_t,5,4.0,1.9073486328125e-06,4.172325134277344e-05,0.879098653793335,0.879136323928833
global_t,6,4.0,7.152557373046875e-07,4.124641418457031e-05,0.8479893207550049,0.8480491638183594
global_t,7,4.0,4.76837158203125e-07,2.5272369384765625e-05,0.8740270137786865,0.8740565776824951
global_t,8,4.0,4.76837158203125e-07,2.7179718017578125e-05,0.8565094470977783,0.8565418720245361
global_t,9,4.0,4.76837158203125e-07,2.7418136596679688e-05,0.8765509128570557,0.8766419887542725
global_t,0,63.0,0.0480732917785644,7.987022399902344e-05,4.444934368133545,4.445005655288696
global_t,1,63.0,7.152557373046875e-07,4.100799560546875e-05,4.64445948600769,4.644519329071045
global_t,2,63.0,2.1457672119140625e-06,6.198883056640625e-05,4.642126083374023,4.642187595367432
global_t,3,63.0,7.152557373046875e-07,2.9802322387695312e-05,4.548025131225586,4.5480616092681885
global_t,4,63.0,1.6689300537109375e-06,5.626678466796875e-05,4.566076040267944,4.566135406494141
global_t,5,63.0,1.9073486328125e-06,4.2438507080078125e-05,4.576813459396362,4.576855897903442
global_t,6,63.0,4.76837158203125e-07,4.482269287109375e-05,4.507412672042847,4.507471561431885
global_t,7,63.0,7.152557373046875e-07,3.266334533691406e-05,4.618891954421997,4.618929386138916
