generation,getdata,getdataq,computation
35.46538544353098,3.559919137507677,3.519156822003424,31.905459504574537
28.478848750703037,0.1108210189267993,0.07402652967721224,28.36801911983639
26.92061664350331,0.11265893466770649,0.07597928214818239,26.807950063608587
28.631975003518164,0.10796465631574392,0.072408901527524,28.52400216460228
29.88507752493024,0.1075173495337367,0.07134340517222881,29.77755152899772
30.258558026514947,0.10479382798075676,0.06909760553389788,30.153757750056684
28.36584196984768,0.10811578202992678,0.07115175016224384,28.257715941406786
29.467047667130828,0.1058197608217597,0.07068227138370275,29.36122053489089
28.968954546377063,0.10588034056127071,0.07079119235277176,28.86306591425091
29.27052979171276,0.10437991376966238,0.07010894827544689,29.166141700930893
