generation,rank,simulation,PDI,bar
0,7,2.2339125099999997,2.597493184000001,0.096088770999998
1,7,2.259062904000004,1.5600755120000045,0.963176163
2,7,2.257067976000002,1.3098447500000034,0.0899130650000046
3,7,2.2338513819999974,1.172597103000001,0.1765592160000011
4,7,2.221557318999998,1.271382409999994,0.1468018939999993
5,7,2.235435121000002,7.962117313999997,3.84370000006129e-05
6,7,2.1867300110000016,1.362495937999995,12.143894739000004
7,7,2.1839001170000074,1.3527093870000044,0.0456522730000017
8,7,2.203800961000013,1.7217021840000086,0.0119087310000054
9,7,2.198779255000005,2.089144920999999,0.3836662690000025
0,5,2.234007099000003,2.6933815659999993,0.0001180150000053
1,5,2.259592030999997,1.1825440630000017,1.340211291999999
2,5,2.2571700300000046,1.169157416999994,0.2304910559999982
3,5,2.2339719379999963,1.161418771000001,0.1876349639999972
4,5,2.2216810440000003,1.1607732690000034,0.257293623999999
5,5,2.241192918000003,2.3686621840000015,5.587745714
6,5,2.1871180990000028,1.2189774880000073,12.287026952000003
7,5,2.194046516,1.1822192919999992,0.2060523350000096
8,5,2.2042531979999893,1.733130594000002,1.973599999871567e-05
9,5,2.1991189009999914,2.0638461970000037,0.4086411480000009
0,2,2.2294519289999997,1.7128021409999974,0.9847225729999992
1,2,2.2598497480000006,1.0725143920000022,1.4499553420000026
2,2,2.2571163510000005,0.9566857330000004,0.4430250380000018
3,2,2.234085268000001,0.9935346719999956,0.3553928620000022
4,2,2.221692400000002,0.882151118000003,0.5359074899999996
5,2,2.2411558849999977,1.6418055259999988,6.314644651999998
6,2,2.1875888470000007,1.0021829439999976,12.503348235000004
7,2,2.1945974860000064,1.0317569440000085,0.3559289850000056
8,2,2.204331405000005,1.296117874999993,0.4369629039999978
9,2,2.199300218999994,1.0718174000000005,1.4004786479999891
0,3,2.229395413999999,1.717423494000002,0.9801994620000016
1,3,2.2597388339999966,1.329439936,1.1931091300000034
2,3,2.257047613999994,1.3503298659999956,0.0494504119999987
3,3,2.234011450000004,1.2500872720000018,0.098914471999997
4,3,2.221609413000003,1.1154585270000013,0.3026832139999982
5,3,2.241074656000002,7.870003226999998,0.0865213619999991
6,3,2.1875172920000026,1.3292071529999987,12.176407084999994
7,3,2.19452278,1.2553255150000098,0.1324265719999999
8,3,2.204258702000004,1.4027286609999976,0.3304288260000021
9,3,2.199225064999993,1.4837295320000123,0.9886419670000066
0,1,2.229909751000001,0.890503412000001,1.807112849999996
1,1,2.259688875000002,0.9502237700000008,1.572367602
2,1,2.256806781999998,0.8436173260000004,0.556404140000005
3,1,2.233987545000005,0.8787605600000035,0.4702656640000029
4,1,2.2217414750000017,0.9986924729999984,0.4193137329999956
5,1,2.2410536060000013,0.8727400049999972,7.083807158999996
6,1,2.187451215000003,0.8523283589999977,12.653324632999997
7,1,2.194547940999996,0.866377092999997,0.5213831020000015
8,1,2.2042517280000027,0.8578862270000087,0.8752626399999883
9,1,2.199220982,0.8562835599999943,1.6161043589999906
0,6,2.2340415989999975,1.6820031319999984,1.0115063289999997
1,6,2.259124849999999,1.1903978389999992,1.3327577420000054
2,6,2.2571619130000045,1.205780531000002,0.1938834499999941
3,6,2.233949889999998,1.2212614330000022,0.1277962480000027
4,6,2.221655480999999,1.243070910999997,0.1750221010000032
5,6,2.2355371539999993,2.138880958999998,5.8231701150000035
6,6,2.186834705999999,1.218659622000004,12.287620953
7,6,2.184011865000002,1.1919202369999908,0.2063336299999889
8,6,2.203890285,1.466103795000009,0.2674170789999976
9,6,2.1988733550000035,1.832851581,0.6398646840000026
0,4,2.234084956,2.428647642999998,0.2647934059999954
1,4,2.259660949999997,2.5225809180000027,7.707599999662307e-05
2,4,2.2572576530000035,1.399492674000001,7.979699999793866e-05
3,4,2.2340529989999993,1.3488937520000022,7.644800000150553e-05
4,4,2.2217557869999993,1.4179703679999989,2.177800000424668e-05
5,4,2.2413359649999975,2.1523875369999956,5.803879185
6,4,2.1871979519999982,13.505905862999995,1.7380000002731322e-05
7,4,2.1941212409999906,1.388120508,7.13740000009011e-05
8,4,2.204339955000009,1.5226676949999955,0.2103974160000064
9,4,2.1992023009999997,2.4723777479999995,3.1620000001453263e-05
0,0,2.2290376700000003,1.0065892470000009,1.6909163400000011
1,0,2.2597941570000017,1.0813528149999954,1.4411624900000035
2,0,2.2568812809999983,1.066377991000003,0.3335687390000004
3,0,2.2340686570000017,1.0209527109999996,0.3279871809999974
4,0,2.2218188639999994,1.1387688850000046,0.2791543000000018
5,0,2.241127841999998,1.0068517930000027,6.949616904000003
6,0,2.187540025000004,13.302246949999995,0.2033213290000048
7,0,2.194642771000005,1.1832293319999962,0.2044389779999988
8,0,2.2043486849999994,1.0150772949999975,0.7179752280000002
9,0,2.1993096690000016,1.0945265050000046,1.3777732319999956
